TRANSACTION_DT,TRANSACTION_AMT,CMTE_ID,CMTE_NM,OCCUPATION,CMTE_PTY_AFFILIATION
1162015,50,C00567685,USA FIRST PAC,RETIRED,
1162015,150,C00454074,TEAPARTYEXPRESS.ORG,NONE,
1162015,250,C00401224,ACTBLUE,PRESIDENT & CEO,
1162015,100,C00401224,ACTBLUE,EDUCATION ADVOCATE,
1162015,50,C00401224,ACTBLUE,SOFTWARE ENGINEER,
1162015,100,C00401224,ACTBLUE,RETIRED,
1162015,25,C00401224,ACTBLUE,BOOKKEEPER,
1162015,100,C00401224,ACTBLUE,BOOKKEEPER,
1162015,35,C00401224,ACTBLUE,TEACHER,
1162015,35,C00401224,ACTBLUE,PHYSICIAN (INTERNAL MEDICINE),
1162015,75,C00401224,ACTBLUE,TOXICOLOGIST,
1162015,10,C00401224,ACTBLUE,ADMINISTRATIVE ASSIST,
1162015,2,C00401224,ACTBLUE,MD,
1162015,25,C00401224,ACTBLUE,MD,
1162015,8,C00401224,ACTBLUE,RETIRED,
1162015,40,C00401224,ACTBLUE,NOT EMPLOYED,
1162015,50,C00401224,ACTBLUE,ADMINISTRATOR,
1162015,100,C00401224,ACTBLUE,MANAGER,
1162015,100,C00401224,ACTBLUE,MANAGER,
1162015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1162015,5,C00401224,ACTBLUE,NOT EMPLOYED,
1162015,3,C00401224,ACTBLUE,PSYCH,
1162015,25,C00401224,ACTBLUE,RETIRED,
1162015,100,C00401224,ACTBLUE,NOT EMPLOYED,
1162015,60,C00401224,ACTBLUE,CUSTOMER SERVICE,
1162015,150,C00548420,THE 2016 DRAFT COMMITTEE,HOUSEWIFE,
1162015,50,C00548420,THE 2016 DRAFT COMMITTEE,RE NAVAL OFFICR,
1172015,100,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,RETIRED,DEM
1172015,25,C00042366,DSCC,RETIRED,DEM
1172015,1500,C00092957,NATIONAL ASSOCIATION OF POSTAL SUPERVISORS PAC,POSTAL SUPERVISOR,
1172015,5000,C00193433,EMILY'S LIST,CONSULTANT,
1172015,500,C00370007,DEMOCRACY FOR AMERICA,RETIRED,
1172015,1000,C00435370,FRIENDS OF JARED POLIS COMMITTEE,ATTORNEY,DEM
1172015,100,C00500843,ELIZABETH FOR MA INC,RETIRED,DEM
1172015,50,C00341396,MOVEON.ORG POLITICAL ACTION,MEDICAL OFFICER,
1172015,250,C00567685,USA FIRST PAC,WRITER,
1172015,500,C00401224,ACTBLUE,NONE - RETIRED,
1172015,250,C00401224,ACTBLUE,PROFESSOR,
1172015,15,C00401224,ACTBLUE,PROFESSOR,
1172015,25,C00401224,ACTBLUE,RETIRED,
1172015,100,C00401224,ACTBLUE,MD,
1172015,10,C00401224,ACTBLUE,MD,
1172015,25,C00401224,ACTBLUE,SOFTWARE ENGINEER,
1172015,8,C00401224,ACTBLUE,RETIRED,
1172015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1172015,35,C00401224,ACTBLUE,ECSM,
1172015,10,C00401224,ACTBLUE,SOFTWARE ARCHITECT,
1172015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1172015,15,C00401224,ACTBLUE,NOT EMPLOYED,
1172015,10,C00401224,ACTBLUE,NOT EMPLOYED,
1172015,1,C00401224,ACTBLUE,RETIRED,
1172015,50,C00401224,ACTBLUE,CUSTOMER SERVICE,
1172015,20,C00548420,THE 2016 DRAFT COMMITTEE,RETIRED,
1172015,1000,C00548420,THE 2016 DRAFT COMMITTEE,MD,
1182015,10000,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,ATTORNEY,DEM
1182015,300,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,SCIENTIST,DEM
1182015,1000,C00477745,WOMACK FOR CONGRESS COMMITTEE,LOBBYIST,REP
1182015,40,C00341396,MOVEON.ORG POLITICAL ACTION,ATTORNEY,
1182015,5,C00341396,MOVEON.ORG POLITICAL ACTION,PSYCHOLOGIST,
1182015,10,C00495028,HOUSE MAJORITY PAC,RETIRED,
1182015,250,C00401224,ACTBLUE,MD,
1182015,35,C00401224,ACTBLUE,NOT EMPLOYED,
1182015,35,C00401224,ACTBLUE,PAC,
1182015,5,C00401224,ACTBLUE,ANALYST - RETIRED,
1182015,25,C00401224,ACTBLUE,COLLEGE PROFESSOR,
1182015,10,C00401224,ACTBLUE,BOOKKEEPER,
1182015,25,C00401224,ACTBLUE,BOOKKEEPER,
1182015,20,C00401224,ACTBLUE,RETIRED,
1182015,10,C00401224,ACTBLUE,MEDICAL PHYSICIST,
1182015,100,C00401224,ACTBLUE,MEDICAL PHYSICIST,
1182015,25,C00401224,ACTBLUE,EDITOR/WRITER,
1182015,15,C00401224,ACTBLUE,RETIRED,
1182015,100,C00401224,ACTBLUE,CHRCO,
1182015,10,C00401224,ACTBLUE,RETIRED,
1182015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1182015,50,C00401224,ACTBLUE,NOT EMPLOYED,
1182015,50,C00401224,ACTBLUE,NOT EMPLOYED,
1182015,25,C00401224,ACTBLUE,NONE,
1182015,2,C00401224,ACTBLUE,NONE,
1182015,50,C00401224,ACTBLUE,NOT EMPLOYED,
1182015,15,C00401224,ACTBLUE,NOT EMPLOYED,
1182015,50,C00401224,ACTBLUE,RN,
1182015,35,C00401224,ACTBLUE,PHYSICAL THERAPIST,
1182015,15,C00401224,ACTBLUE,NOT EMPLOYED,
1192015,208,C00010421,ASSOCIATED BUILDERS AND CONTRACTORS POLITICAL ACTION COMMITTEE (ABC PAC),VICE PRESIDENT,UNK
1192015,1500,C00030718,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,REAL ESTATE BROKER,UNK
1192015,500,C00042366,DSCC,REAL ESTATE BROKER,DEM
1192015,10,C00042366,DSCC,RETIRED,DEM
1192015,500,C00484535,VOTESANE PAC,REAL ESTATE BROKER,
1192015,500,C00484535,VOTESANE PAC,REAL ESTATE BROKER,
1192015,500,C00484535,VOTESANE PAC,REAL ESTATE BROKER,
1192015,250,C00365536,CHC BOLD PAC,GOV'T RELATIONS,
1192015,250,C00000935,DCCC,PROFESSOR,DEM
1192015,25,C00000935,DCCC,,DEM
1192015,100,C00000935,DCCC,,DEM
1192015,125,C00000935,DCCC,,DEM
1192015,25,C00000935,DCCC,BOOKKEEPER,DEM
1192015,10,C00000935,DCCC,BOOKKEEPER,DEM
1192015,25,C00000935,DCCC,BOOKKEEPER,DEM
1192015,35,C00000935,DCCC,HOMEMAKER,DEM
1192015,25,C00000935,DCCC,ATTORNEY,DEM
1192015,25,C00000935,DCCC,UNEMPLOYED,DEM
1192015,25,C00000935,DCCC,UNEMPLOYED,DEM
1192015,100,C00540997,READY PAC,CORPORATE COUNSEL,
1192015,250,C00401224,ACTBLUE,GOVERNMENT RELATIONS,
1192015,500,C00401224,ACTBLUE,AEROSPACE EXECUTIVE,
1192015,5,C00401224,ACTBLUE,,
1192015,5,C00401224,ACTBLUE,NOT EMPLOYED,
1192015,15,C00401224,ACTBLUE,ASSOCIATE,
1192015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1192015,100,C00401224,ACTBLUE,ARTIST,
1192015,100,C00401224,ACTBLUE,NOT EMPLOYED,
1192015,15,C00401224,ACTBLUE,SOFTWARE ENGINEER,
1192015,100,C00401224,ACTBLUE,RETIRED,
1192015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1192015,15,C00401224,ACTBLUE,PROFESSOR,
1192015,15,C00401224,ACTBLUE,MD,
1192015,25,C00401224,ACTBLUE,GRAPHIC DESIGNER,
1192015,15,C00401224,ACTBLUE,RETIRED,
1192015,15,C00401224,ACTBLUE,NONE,
1192015,100,C00401224,ACTBLUE,NOT EMPLOYED,
1192015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1192015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1192015,10,C00401224,ACTBLUE,RETIRED,
1192015,25,C00401224,ACTBLUE,RETIRED,
1192015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1192015,50,C00401224,ACTBLUE,NURSE PRACTITIONER,
1192015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1192015,50,C00401224,ACTBLUE,MD,
1192015,10,C00401224,ACTBLUE,NOT EMPLOYED,
1192015,25,C00401224,ACTBLUE,FINANCIAL PLANNING,
1192015,35,C00401224,ACTBLUE,RETIRED,
1192015,25,C00401224,ACTBLUE,SOCIAL WORKER,
1192015,20,C00401224,ACTBLUE,NOT EMPLOYED,
1192015,35,C00401224,ACTBLUE,NOT EMPLOYED,
1192015,25,C00401224,ACTBLUE,RETIRED,
1192015,50,C00548420,THE 2016 DRAFT COMMITTEE,RETIRED,
1192015,60,C00548420,THE 2016 DRAFT COMMITTEE,RETIRED,
1192015,250,C00548420,THE 2016 DRAFT COMMITTEE,ENDODONTIST,
1202015,250,C00003251,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,CLASSROOM TEACHER,UNK
1202015,500,C00003418,REPUBLICAN NATIONAL COMMITTEE,FAMILY OFFICE OWNER,REP
1202015,250,C00003418,REPUBLICAN NATIONAL COMMITTEE,PROPERTY MANAGEMENT,REP
1202015,250,C00003418,REPUBLICAN NATIONAL COMMITTEE,,REP
1202015,300,C00003418,REPUBLICAN NATIONAL COMMITTEE,CHAIRMAN OF THE BOARD,REP
1202015,350,C00003418,REPUBLICAN NATIONAL COMMITTEE,REALTOR,REP
1202015,500,C00003418,REPUBLICAN NATIONAL COMMITTEE,ATTORNEY,REP
1202015,32400,C00003418,REPUBLICAN NATIONAL COMMITTEE,OWNER,REP
1202015,32400,C00003418,REPUBLICAN NATIONAL COMMITTEE,CRUISE DIRECTOR,REP
1202015,215,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,TEACHER,DEM
1202015,475,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,RETIRED,DEM
1202015,5000,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,RETIRED MARRIAGE AND FAMILY THERAPIST,DEM
1202015,275,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,RETIRED,DEM
1202015,1000,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,RETIRED,DEM
1202015,250,C00042366,DSCC,ATTORNEY,DEM
1202015,5,C00042366,DSCC,,DEM
1202015,244,C00042366,DSCC,,DEM
1202015,416,C00042366,DSCC,SENIOR GOVERNMENT AFFAIRS ADVISOR,DEM
1202015,32400,C00042366,DSCC,ATTORNEY,DEM
1202015,32400,C00042366,DSCC,ATTORNEY,DEM
1202015,208,C00074096,THE DOW CHEMICAL COMPANY EMPLOYEES PAC (DOWPAC),PUBLIC AFFAIRS DIRECTOR LLL,
1202015,250,C00193433,EMILY'S LIST,VICE PRESIDENT,
1202015,300,C00193433,EMILY'S LIST,ATTORNEY,
1202015,1000,C00204370,FRIENDS FOR HARRY REID,ATTORNEY,DEM
1202015,250,C00235309,"DIRECT VOICE, THE POLITICAL ACTION COMMITTEE OF THE DIRECT MARKETING ASSOCIATION",PRESIDENT,
1202015,146,C00235739,BNSF RAILWAY COMPANY RAILPAC (BNSF RAILPAC),GEN DIR FED GOVT AFFAIRS,
1202015,4000,C00247403,NORPAC,MD,
1202015,4000,C00247403,NORPAC,MD,
1202015,250,C00255695,"LIBERTARIAN NATIONAL COMMITTEE, INC.",ATTORNEY,LIB
1202015,1250,C00359539,AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION POLITICAL ACTION COMMITTEE (SKINPAC),DERMATOLOGIST,
1202015,2600,C00441949,JSTREETPAC,REALTOR,
1202015,500,C00484535,VOTESANE PAC,REAL ESTATE BROKER,
1202015,500,C00484535,VOTESANE PAC,REAL ESTATE BROKER,
1202015,1015,C00551366,RIGHTNOW WOMEN PAC,"SVP, PUBLIC AFFAIRS AND COMMUNICATIONS",
1202015,100,C00309567,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,TRUCKER,DEM
1202015,60,C00309567,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,RETIRED,DEM
1202015,100,C00309567,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,ACCOUNTANT,DEM
1202015,250,C00309567,LYNDON LAROUCHE POLITICAL ACTION COMMITTEE,TRUCKER,DEM
1202015,50,C00541391,BATTLEGROUND TEXAS,SENIOR ADVISOR,
1202015,250,C00000935,DCCC,,DEM
1202015,300,C00000935,DCCC,,DEM
1202015,500,C00000935,DCCC,REALTOR,DEM
1202015,70,C00000935,DCCC,,DEM
1202015,10,C00000935,DCCC,BOOKKEEPER,DEM
1202015,25,C00000935,DCCC,RETIRED,DEM
1202015,100,C00000935,DCCC,PSYCHOLOGIST,DEM
1202015,25,C00000935,DCCC,UNEMPLOYED,DEM
1202015,250,C00381459,SOCIETY FOR VASCULAR SURGERY POLITICAL ACTION COMMITTEE,VASCULAR SURGEON,
1202015,400,C00457291,THE CONSERVATIVE STRIKEFORCE,RETIRED,
1202015,20,C00540997,READY PAC,VICE PRESIDENT,
1202015,250,C00401224,ACTBLUE,ATTORNEY,
1202015,1500,C00401224,ACTBLUE,RETIRED,
1202015,250,C00401224,ACTBLUE,SELF EMPLOYED,
1202015,250,C00401224,ACTBLUE,MD,
1202015,15,C00401224,ACTBLUE,POLICE,
1202015,8,C00401224,ACTBLUE,RETIRED,
1202015,50,C00401224,ACTBLUE,NOT EMPLOYED,
1202015,35,C00401224,ACTBLUE,PROFESSOR,
1202015,10,C00401224,ACTBLUE,BOOKKEEPER,
1202015,5,C00401224,ACTBLUE,MD,
1202015,15,C00401224,ACTBLUE,NOT EMPLOYED,
1202015,50,C00401224,ACTBLUE,EDITOR,
1202015,50,C00401224,ACTBLUE,RETIRED,
1202015,36,C00401224,ACTBLUE,EPIDEMIOLOGIST,
1202015,15,C00401224,ACTBLUE,PROFESSOR,
1202015,15,C00401224,ACTBLUE,LAWYER,
1202015,25,C00401224,ACTBLUE,PSYCHOLOGIST,
1202015,15,C00401224,ACTBLUE,RETIRED,
1202015,100,C00401224,ACTBLUE,RETIRED,
1202015,10,C00401224,ACTBLUE,RETIRED,
1202015,5,C00401224,ACTBLUE,RETIRED,
1202015,5,C00401224,ACTBLUE,RETIRED,
1202015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1202015,10,C00401224,ACTBLUE,NOT EMPLOYED,
1202015,15,C00401224,ACTBLUE,NOT EMPLOYED,
1202015,10,C00401224,ACTBLUE,NOT EMPLOYED,
1202015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1202015,150,C00401224,ACTBLUE,NOT EMPLOYED,
1202015,3,C00401224,ACTBLUE,SOFTWARE ARCHITECT,
1202015,3,C00401224,ACTBLUE,SOFTWARE ARCHITECT,
1202015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1202015,100,C00401224,ACTBLUE,PSYCHOLOGIST,
1202015,5,C00401224,ACTBLUE,NOT EMPLOYED,
1202015,15,C00401224,ACTBLUE,SECURITY,
1202015,35,C00401224,ACTBLUE,ELECTRICAL SALES,
1202015,75,C00401224,ACTBLUE,MOTORCOACH OPERATOR,
1202015,50,C00401224,ACTBLUE,MD,
1202015,35,C00401224,ACTBLUE,PHYSICIAN,
1202015,50,C00401224,ACTBLUE,BUSINESS OWNER,
1202015,25,C00401224,ACTBLUE,RETIRED,
1202015,10,C00401224,ACTBLUE,NOT EMPLOYED,
1202015,15,C00401224,ACTBLUE,PROFESSOR,
1202015,26,C00401224,ACTBLUE,NOT EMPLOYED,
1202015,50,C00401224,ACTBLUE,PHYSICIAN,
1202015,50,C00401224,ACTBLUE,"NURSE, PROFESSOR",
1202015,100,C00401224,ACTBLUE,REGISTERED NURSE,
1202015,25,C00548420,THE 2016 DRAFT COMMITTEE,RETIRED,
1212015,1000,C00002469,MACHINISTS NON PARTISAN POLITICAL LEAGUE OF THE INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS,INTERNATIONAL PRESIDENT,NNE
1212015,500,C00003418,REPUBLICAN NATIONAL COMMITTEE,ATTORNEY,REP
1212015,250,C00010421,ASSOCIATED BUILDERS AND CONTRACTORS POLITICAL ACTION COMMITTEE (ABC PAC),PRESIDENT,UNK
1212015,225,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,RETIRED,DEM
1212015,250,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,RETIRED,DEM
1212015,300,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,RETIRED,DEM
1212015,300,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,RETIRED,DEM
1212015,225,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,PROFESSOR,DEM
1212015,250,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,CONSULTANT,DEM
1212015,500,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,ECONOMIST,DEM
1212015,50,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,ACCOUNTANT,DEM
1212015,25,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,RETIRED,DEM
1212015,1000,C00010868,AMERICAN COUNCIL OF ENGINEERING COMPANIES (ACEC/PAC),SENIOR VICE PRESIDENT,UNK
1212015,500,C00033779,REAL ESTATE ROUNDTABLE POLITICAL ACTION COMMITTEE (REALPAC),REAL ESTATE EXECUTIVE,
1212015,1000,C00042366,DSCC,PRINCIPAL,DEM
1212015,250,C00073056,"MASTERS, MATES AND PILOTS POLITICAL CONTRIBUTION FUND",MARINER,
1212015,500,C00141812,DEMOCRATIC STATE CENTRAL COMMITTEE OF MARYLAND,ATTORNEY,DEM
1212015,5000,C00193433,EMILY'S LIST,ATTORNEY,
1212015,50,C00193433,EMILY'S LIST,ATTORNEY,
1212015,250,C00264697,FRIENDS OF SHERROD BROWN,PHYSICIAN,DEM
1212015,250,C00264697,FRIENDS OF SHERROD BROWN,UNDER SECRETARY OF COMMERCE,DEM
1212015,1000,C00403881,AMERICAN COLLEGE OF PHYSICIAN SERVICES INC PAC; AKA ACP SERVICES PAC,MD,
1212015,100,C00500843,ELIZABETH FOR MA INC,SCIENTIST,DEM
1212015,25,C00500843,ELIZABETH FOR MA INC,RETIRED,DEM
1212015,100,C00500843,ELIZABETH FOR MA INC,RETIRED,DEM
1212015,100,C00505776,FRIENDS OF MIA LOVE,NEW CAR DEALER,REP
1212015,1000,C00512970,JOE KENNEDY FOR CONGRESS,LOBBYIST,DEM
1212015,2600,C00528182,VIRGIN ISLANDS FOR PLASKETT,,DEM
1212015,358,C00543363,CITIZENS FOR BOYLE,CONSULTANT,DEM
1212015,500,C00551366,RIGHTNOW WOMEN PAC,NOT IN WORKFORCE,
1212015,300,C00171504,EYEPAC POLITICAL ACTION COMMITTEE FOR AMERICAN SOCIETY OF CATARACT AND REFRACTIVE SURGERY,MD,
1212015,250,C00343137,POLITICAL ACTION COMMITTEE OF THE AMERICAN ASSOCIATION OF ORTHOPAEDIC SURGEONS--PAC OF AAOS,ORTHOPAEDIC SURGEON,
1212015,100,C00007898,OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION (OPEIU) JB MOSS VOICE OF THE ELECTORATE (VOTE),INSURANCE AGENT,UNK
1212015,100,C00007898,OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION (OPEIU) JB MOSS VOICE OF THE ELECTORATE (VOTE),INSURANCE AGENT,UNK
1212015,100,C00007898,OFFICE AND PROFESSIONAL EMPLOYEES INTERNATIONAL UNION (OPEIU) JB MOSS VOICE OF THE ELECTORATE (VOTE),INSURANCE AGENT,UNK
1212015,25,C00341396,MOVEON.ORG POLITICAL ACTION,LAW PROFESSOR,
1212015,500,C00475145,MARINO FOR CONGRESS,PRESIDENT,REP
1212015,230,C00000935,DCCC,RETIRED,DEM
1212015,15,C00000935,DCCC,,DEM
1212015,25,C00000935,DCCC,,DEM
1212015,25,C00000935,DCCC,,DEM
1212015,50,C00000935,DCCC,PSYCHOLOGIST,DEM
1212015,2,C00000935,DCCC,ATTORNEY,DEM
1212015,500,C00300921,BLACK AMERICA'S POLITICAL ACTION COMMITTEE,RETIRED,
1212015,208,C00370114,CHARLES SCHWAB CORPORATION POLITICAL ACTION COMMITTEE,EXECUTIVE VICE PRESIDENT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,245,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,208,C00389601,ASSOCIATION OF MARYLAND PILOTS PAC,SHIP PILOT,
1212015,1000,C00405878,AMERICANS FOR LEGAL IMMIGRATION PAC,GENERAL WORKER,
1212015,400,C00448696,SENATE CONSERVATIVES FUND,ROOFER,
1212015,360,C00488304,AMERICAN LEGACY POLITICAL ACTION COMMITTEE,HOMEMAKER,
1212015,250,C00587154,SUNDHEIM FOR SENATE,MANAGEMENT CONSULTANT,REP
1212015,1000,C00401224,ACTBLUE,ATTORNEY,
1212015,200,C00401224,ACTBLUE,RETIRED,
1212015,2600,C00401224,ACTBLUE,NOT EMPLOYED,
1212015,500,C00401224,ACTBLUE,CONSULTANT,
1212015,5,C00401224,ACTBLUE,,
1212015,5,C00401224,ACTBLUE,,
1212015,5,C00401224,ACTBLUE,,
1212015,1,C00401224,ACTBLUE,,
1212015,5,C00401224,ACTBLUE,NOT EMPLOYED,
1212015,100,C00401224,ACTBLUE,NOT EMPLOYED,
1212015,50,C00401224,ACTBLUE,NOT EMPLOYED,
1212015,50,C00401224,ACTBLUE,NOT EMPLOYED,
1212015,40,C00401224,ACTBLUE,NOT EMPLOYED,
1212015,15,C00401224,ACTBLUE,SOFTWARE ENGINEER,
1212015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1212015,20,C00401224,ACTBLUE,NET ADMIN,
1212015,25,C00401224,ACTBLUE,NONE,
1212015,5,C00401224,ACTBLUE,RETIRED,
1212015,5,C00401224,ACTBLUE,RETIRED,
1212015,25,C00401224,ACTBLUE,PROFESSOR,
1212015,25,C00401224,ACTBLUE,ASSISTANT DIRECTOR,
1212015,50,C00401224,ACTBLUE,NOT EMPLOYED,
1212015,50,C00401224,ACTBLUE,SYSTEMS ENGINEER,
1212015,50,C00401224,ACTBLUE,NOT EMPLOYED,
1212015,5,C00401224,ACTBLUE,TAX ATTORNEY,
1212015,2,C00401224,ACTBLUE,NOT EMPLOYED,
1212015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1212015,5,C00401224,ACTBLUE,RETIRED,
1212015,8,C00401224,ACTBLUE,RETIRED,
1212015,50,C00401224,ACTBLUE,MD,
1212015,100,C00401224,ACTBLUE,NONPROFIT DEVELOPER OF AFFORDABLE HOUS,
1212015,20,C00401224,ACTBLUE,ECSM,
1212015,25,C00401224,ACTBLUE,ECSM,
1212015,15,C00401224,ACTBLUE,NOT EMPLOYED,
1212015,5,C00401224,ACTBLUE,NOT EMPLOYED,
1212015,50,C00401224,ACTBLUE,PSYCHOLOGIST,
1212015,35,C00401224,ACTBLUE,NOT EMPLOYED,
1212015,15,C00401224,ACTBLUE,LAW PROFESSOR,
1212015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1212015,15,C00401224,ACTBLUE,NOT EMPLOYED,
1212015,50,C00401224,ACTBLUE,SEMI RETIRED MD,
1212015,5,C00401224,ACTBLUE,PHYSICIAN,
1212015,15,C00401224,ACTBLUE,HISTOLOGY,
1212015,25,C00401224,ACTBLUE,NOT EMPLOYED,
1212015,8,C00401224,ACTBLUE,NOT EMPLOYED,
1212015,500,C00548420,THE 2016 DRAFT COMMITTEE,,
1222015,1000,C00002469,MACHINISTS NON PARTISAN POLITICAL LEAGUE OF THE INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS,GENERAL SECRETARY-TREASURER,NNE
1222015,100,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,,DEM
1222015,100,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,,DEM
1222015,100,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,,DEM
1222015,100,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,,DEM
1222015,50,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,ACCOUNTANT,DEM
